,date,user,text,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,result
190,2020/3/14 1:16,Greentree7777,#Healing #BlackDog #Depression #Light #Suicide #UnconditionalLove #NewEarth #Shamanism #Essene #TheWay #ThePath #Heart #Faith #God #DivineFemme #Happiness #Wholeness #Therapy #MeToo #author #memoir #truestory #courage #strength I AM here for you. ILoveU!,nan,nan,nan,nan,#healing #blackdog #depression #light #suicide #unconditionallove #newearth #shamanism #essene #theway #thepath #heart #faith #god #divinefemme #happiness #wholeness #therapy #metoo #author #memoir #truestory #courage #strength here iloveu
191,2020/3/14 1:16,TheRealDavidLir,***Please RT!***,nan,nan,nan,nan,please
192,2020/3/14 1:17,wehave3instock1,RT @TheRealDavidLir: ***Please RT!***,nan,nan,nan,nan,please
193,2020/3/14 1:17,Asif71815720,RT @SandraLimaDs: https://t.co/X6bqtbgLej ... novinhas gostosas dan莽ando #sexy #funk #desinibidas #DeliveryLove  #RaveDeFavelaMeiaNoite  #d鈥,nan,nan,nan,nan,novinhas gostosas ando #sexy #funk #desinibidas #deliverylove #ravedefavelameianoite
194,2020/3/14 1:17,Imheret45140132,@Iamdepr47974144 How can I best support you right now? #mentalhealth #depression,nan,nan,nan,nan,best support right #mentalhealth #depression
195,2020/3/14 1:18,taffgall,RT @sparkie316: My names Colin,nan,nan,nan,nan,names colin
196,2020/3/14 1:18,jgmacleodauthor,RT @barbiesway: HEAR ME,nan,nan,nan,nan,hear
197,2020/3/14 1:18,TheReve68701119,RT @mattyrock2k: I am not a genius  depression &amp; extra stress on the human mind &amp; body will kill a lot more peop鈥,nan,nan,nan,nan,genius depression extra stress human mind body will kill more peop
198,2020/3/14 1:19,Badonkabonk,#BeTheChange #depression #anxiety #BellLetsTalk https://t.co/wOdcilRAUq,nan,nan,nan,nan,#bethechange #depression #anxiety #bellletstalk
199,2020/3/14 1:19,skltor,RT @skltor: Banks are next people #CoronavirusPandemic #StateOfEmergency #closed #illinois #coronavirus #Walmart #tolietpapercrisis #Breaki鈥,nan,nan,nan,nan,banks next people #coronaviruspandemic #stateofemergency #closed #illinois #coronavirus #walmart #tolietpapercrisis #breaki
200,2020/3/14 1:19,nsaidian,RT @AnxietyPath: #anxiety #AnxietyIsReal #agoraphobia #ocd #ptsd #phobia #fear #panic #PanicAttack #depression #DepressionIsReal #mentalhea鈥,nan,nan,nan,nan,#anxiety #anxietyisreal #agoraphobia #ocd #ptsd #phobia #fear #panic #panicattack #depression #depressionisreal #mentalhea
201,2020/3/14 1:19,WVNinjaGranny,#MSM is causing  #Panic and  #Fear   #BePrepared and  #HaveAPlan   #FearsNotFear   #COVID銉19    #AmericaStrong    #WeGotThis   #WeAreTheNewsNow,nan,nan,#WeAreTheNewsNow stop the #FakeNews MSN #WWG1WGA ,nan,#msm causing #panic #fear #beprepared #haveaplan #fearsnotfear #covid #americastrong #wegotthis #wearethenewsnow
202,2020/3/14 1:19,nsaidian,RT @AnxietyPath: #anxiety #agoraphobia #phobia #OCD #PTSD #depression #recovery #mystory https://t.co/fyUSbZT9oY,nan,nan,nan,nan,#anxiety #agoraphobia #phobia #ocd #ptsd #depression #recovery #mystory
203,2020/3/14 1:19,LifestyleBlogs_,RT @thephatgirlblog: *new mental health blog post alert*,nan,nan,nan,nan,mental health blog post alert
204,2020/3/14 1:20,SkypeTherapist,Online Therapist for Depression. Online #Mindfulness Therapy for the treatment of #Anxiety &amp; #Depression via Skype.,nan,nan,nan,nan,online therapist depression online #mindfulness therapy treatment #anxiety #depression skype
205,2020/3/14 1:20,LuvertaJeffrey,#coronapocalypse everyone buying out toilet tissue acting like its only them that needs it 馃槨. My stress level is at a all time high. Already behind this month in rent,nan,nan,nan,nan,#coronapocalypse everyone buying toilet tissue acting like only them that needs stress level time high already behind this month rent
206,2020/3/14 1:20,TheRealDavidLir,***Please RT!***,nan,nan,nan,nan,please
207,2020/3/14 1:20,amagtcut,RT @hou_newdist: #depression is in full force with the #fullmoon &amp; #fridaythe13th so much weirdness today,nan,nan,nan,nan,#depression full force with #fullmoon #fridaythe much weirdness today
208,2020/3/14 1:20,70sdisconights,#NowPlaying September by Earth,nan,nan, Wind &amp; Fire! Find us at: Google Play: https://t.co/lirLoRs1Ot Apple Store: https://t.co/mw3yTrZpWU Web Page: https://t.co/cXYoMn6RKl #Funk #DiscoMusic #Oldies #70s #DiscoNights #OldiesButGoodies,nan,#nowplaying september earth
209,2020/3/14 1:20,DISCONETFM,Now Playing: Cherrelle - What More Can I Do For You | #80s #disco #funk #radio #nowplaying  |  [[[[[   TUNE IN:  https://t.co/Emm2VCiflJ   ]]]]] https://t.co/kS4RHGb50r,nan,nan,nan,nan,playing cherrelle what more #disco #funk #radio #nowplaying tune
210,2020/3/14 1:20,SilviaJorge13,Limite,nan,nan,nan,nan,limite
211,2020/3/14 1:20,frugalmaniac,Give it to #Jesus he will take care of it https://t.co/3St3JX4gOH  #JesusCalling #Depression https://t.co/gc1n5Aa8oE #follow,nan,nan,nan,nan,give #jesus will take care #jesuscalling #depression #follow
212,2020/3/14 1:21,ahiddenlife1985,Apparently insurance WON'T pay for my meds early (if I'm not finished what I have). 馃槪 Someone needs to change the policy considering what's happening right now. #mentalhealth #depression #OCD #covid19Canada,nan,nan,nan,nan,apparently insurance meds early finished what have someone needs change policy considering what happening right #mentalhealth #depression #ocd #covid canada
213,2020/3/14 1:21,rnbsouleffecttv,Carl Carlton - She's a Bad Mama Jama (She's Built,nan,nan,nan,nan,carl carlton mama jama built
214,2020/3/14 1:22,Tiph_Seven,RT @rnbsouleffecttv: Carl Carlton - She's a Bad Mama Jama (She's Built,nan,nan,nan,nan,carl carlton mama jama built
215,2020/3/14 1:23,thquerino,RT @LallyZwetzch: 馃嚙馃嚪 Fiz um remix (zinho) de CORONA VAIRUS vers茫o BR! 馃嚙馃嚪#coronavirusbrasil #CoronaVirus #CardiB @iamcardib #BregaFunk #Bras鈥,nan,nan,nan,nan,remix zinho corona vairus vers #coronavirusbrasil #coronavirus #cardib #bregafunk #bras
216,2020/3/14 1:24,VontheRebel,RT @UrbanRadioMusic: #blastfromthepast #FullForce #HipHop #Rap #Throwback #FullForceGetBusy1Time #TemporaryLoveThing #VintageThrowback #Pop鈥,nan,nan,nan,nan,#blastfromthepast #fullforce #hiphop #rap #throwback #fullforcegetbusy time #temporarylovething #vintagethrowback #pop
217,2020/3/14 1:24,70sdisconights,#NowPlaying Somebody to Love by Cafe Society! Find us at: Google Play: https://t.co/lirLoRs1Ot Apple Store: https://t.co/mw3yTrZpWU Web Page: https://t.co/cXYoMn6RKl #Funk #DiscoMusic #Oldies #70s #DiscoNights #OldiesButGoodies,nan,nan,nan,nan,#nowplaying somebody love cafe society find google play apple store page #funk #discomusic #oldies #disconights #oldiesbutgoodies
218,2020/3/14 1:24,WorkLifeEdge,#Health #wellness #wholeness. #WorkLifeEdge https://t.co/KO1dKPd2QE,nan,nan,nan,nan,#health #wellness #wholeness #worklifeedge
219,2020/3/14 1:24,shaunling,During the short depression聽that lasted from聽1920 to 1921,nan,nan,nan,nan,during short depression that lasted from
220,2020/3/14 1:24,Lost_but_fine,Sleeping issues it's sucks man... it's exam time and I barely manage to sleep 1 hour and these sinking in my stomach it's getting worse.,nan,nan,nan,nan,sleeping issues sucks exam time barely manage sleep hour these sinking stomach getting worse
221,2020/3/14 1:25,Tiagocrls20,RT @LallyZwetzch: 馃嚙馃嚪 Fiz um remix (zinho) de CORONA VAIRUS vers茫o BR! 馃嚙馃嚪#coronavirusbrasil #CoronaVirus #CardiB @iamcardib #BregaFunk #Bras鈥,nan,nan,nan,nan,remix zinho corona vairus vers #coronavirusbrasil #coronavirus #cardib #bregafunk #bras
222,2020/3/14 1:25,_Marco2808,RT @mariarosa_456: No matter how many diseases we have overcome with fear and courage,nan,nan,nan,nan,matter many diseases have overcome with fear courage
