,date,user,text,Unnamed: 3,Unnamed: 4,Unnamed: 5,result
260,2020/3/13 20:07,donjohnson524,RT @yurovskydental: Dentist In Center City Philadelphia,nan,nan,nan,Dentist Center City Philadelphia
261,2020/3/13 20:07,Dkysy,#RETWEET THIS! FOLLOW ME &amp; EVERYONE ELSE THAT RETWEETS THIS FOR 50 FOLLOWERS FAST! #TEAMFOLLOWBACK  #TFBJP #OPENFOLLOW #LOVE 250,nan,nan,nan,#RETWEET THIS FOLLOW EVERYONE ELSE THAT RETWEETS THIS FOLLOWERS FAST #TEAMFOLLOWBACK #TFBJP #OPENFOLLOW #LOVE
262,2020/3/13 20:07,ColucciLc,RT @wayamayatravel: Its #FF #FollowFriday so we want toTHANK this week's biggest supporters &amp; to ask everyone to #Follow them &amp; show them,nan,nan,nan,#FollowFriday want toTHANK this week biggest supporters everyone #Follow them show them
263,2020/3/13 20:07,WordsOfLoveForU,Tweet #Love #,nan,nan,nan,Tweet #Love
264,2020/3/13 20:07,renatodona,Soninho...,nan,nan,nan,Soninho
265,2020/3/13 20:07,Nathali51899575,nan,nan,nan,nan,
266,2020/3/13 20:07,happy_alphabets,#calligraphy #artists #callinleaderjun #calligraphymasters #mrittika,nan,nan,nan,#calligraphy #artists #callinleaderjun #calligraphymasters #mrittika
267,2020/3/13 20:07,eceeskici,Bu etkinligi biz de yapabilir miyiz acilen,nan,nan,nan,etkinligi yapabilir miyiz acilen
268,2020/3/13 20:07,MoinaxTV,Les bidasses rentrent de perm,nan,nan,nan,bidasses rentrent perm
269,2020/3/13 20:07,MEiffert54, Listen to the music,nan,nan,nan,Listen music
270,2020/3/13 20:07,Jessica84801,Oh my welcome knight! Let's finally sin with you! I promise not to break your sword #Allen  #hornyslut #happy #data https://t.co/LcAJk5ZzSb,nan,nan,nan,welcome knight finally with promise break your sword #Allen #hornyslut #happy #data
271,2020/3/13 20:07,donjohnson524,RT @yurovskydental: Philadelphia Dental Implant Dentist,nan,nan,nan,Philadelphia Dental Implant Dentist
272,2020/3/13 20:07,OctyP,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
273,2020/3/13 20:07,im_NamanSharma,A dab of grin never goes in vain,nan,nan,nan,grin never goes vain
274,2020/3/13 20:07,csoundar,RT @lovemybooksUK: Please RT! @MichaelRosenYes @juliangrenier @nikkigamble @imaginecentre @RR_Families @readingagency @MarilynBrock @Bonzet,nan,nan,nan,Please
275,2020/3/13 20:07,suncokretnica,RT @KariJoys: I believe in #Angels! #JoyTrain #Joy #Love #Kindness RT @heatherrose1814 https://t.co/S9sa7sJwRN,nan,nan,nan,believe #Angels #JoyTrain #Joy #Love #Kindness
276,2020/3/13 20:07,come_il_mare,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
277,2020/3/13 20:07,NewRulesDating,RT @NewRulesDating: What Is Your Relationship Pet Peeve? Listen in as I share a common one that can derail a relationship quickly. #relatio,nan,nan,nan,What Your Relationship Peeve Listen share common that derail relationship quickly #relatio
278,2020/3/13 20:07,LennyLionLee,#lennylionlee #drama #share #hair #makeup #water #crazy #human #fairy #face #hollywood #singer #actor #actress #water #air #woods #sky #green #video #viral #trending #movie #live #music #love #day #night #job #photo https://t.co/vrtVjRmz5d,nan,nan,nan,#lennylionlee #drama #share #hair #makeup #water #crazy #human #fairy #face #hollywood #singer #actor #actress #water #air #woods #sky #green #video #viral #trending #movie #live #music #love #day #night #job #photo
279,2020/3/13 20:07,csoundar,RT @lovemybooksUK: THREAD #Schools,nan,nan,nan,THREAD #Schools
280,2020/3/13 20:07,donjohnson524,RT @yurovskydental: Dont hide your smile. Call your dentist!,nan,nan,nan,Dont hide your smile Call your dentist
281,2020/3/13 20:07,anitakleinart,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
282,2020/3/13 20:07,Hilem84823025,RT @AnnaKulinova: HAPPY INTERNATIONAL WOMENS DAY!!! ,nan,nan,nan,HAPPY INTERNATIONAL WOMENS
283,2020/3/13 20:07,looreeleey93,Las cosas HERMOSAS que se vienen este ao ! ,nan,nan,nan,cosas HERMOSAS vienen este
284,2020/3/13 20:07,skatatch,Leyendas de terror,nan,nan,nan,Leyendas terror
285,2020/3/13 20:07,GlobalEtica,RT @KariJoys: #Helping others brings such #Joy &amp; #Fulfillment. ,nan,nan,nan,#Helping others brings such #Joy #Fulfillment
286,2020/3/13 20:07,IamShingie,There is NO MOUNTAIN anywhere...A person's IGNORANCE is their biggest MOUNTAIN! ,nan,nan,nan,There MOUNTAIN anywhere person IGNORANCE their biggest MOUNTAIN
287,2020/3/13 20:07,paul_cude,RT @ePrintedBooks: This is just one of the great books collected from around the world by ,nan,nan,nan,This just great books collected from around world
288,2020/3/13 20:08,RivardKern,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
289,2020/3/13 20:08,DoubleShotFoto,The preweddingshoot of the lovely Priya &amp; Nawien was a exciting challenge!,nan,nan,nan,preweddingshoot lovely Priya Nawien exciting challenge
290,2020/3/13 20:08,games_lawn,RT @AngelaBermudezA: Happy 8th anniversary to Journey! A videogame that literally changed my life forever  #cosplay #cosplayer #journeygam,nan,nan,nan,Happy anniversary Journey videogame that literally changed life forever #cosplay #cosplayer #journeygam
291,2020/3/13 20:08,timetwopanic6,RT @StreetArtDream: ... never broken again! #StreetArt #Art #Beauty #Heart #Love #Rebel #Graffiti #Mural #UrbanArt https://t.co/pOg6G2FiGS,nan,nan,nan,never broken again #StreetArt #Art #Beauty #Heart #Love #Rebel #Graffiti #Mural #UrbanArt
292,2020/3/13 20:08,cobianderson9,RT @MyPowertalk: We are creating our:,nan,nan,nan,creating
293,2020/3/13 20:08,dajuanjohnson,ABC...Shaaaaaade! #love,nan,nan,nan,Shaaaaaade #love
294,2020/3/13 20:08,TempestSarah,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
295,2020/3/13 20:08,MiszyWalt,Looking for a online girlfriend? I'm looking for a knight in shining armor! :P Add me on #kik and #snapchat if you're interseted --&gt; Missywalts &lt;--,nan,nan,nan,Looking online girlfriend looking knight shining armor #kik #snapchat interseted Missywalts
296,2020/3/13 20:08,betty_leighton,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
297,2020/3/13 20:08,Rogernash19,RT @southdownsfolk: Our 2020 festival dates? ,nan,nan,nan,festival dates
298,2020/3/13 20:08,chef_suarez,RT @ItalianFoodies1: Chi lo vorrebbe? ,nan,nan,nan,vorrebbe
299,2020/3/13 20:08,Anthmckenzie,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
300,2020/3/13 20:08,grgesq,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
301,2020/3/13 20:08,piktesogretmenx,RT @piktesogretmenx: Ay inanabiliyor musunuz yarn okul yok br gn de yok brs gnde brs gnde hsjsjdjd #happy,nan,nan,nan,inanabiliyor musunuz yarn okul gnde gnde hsjsjdjd #happy
302,2020/3/13 20:08,kit_kittipop,RT @ohjoyth:    ,nan,nan,nan,
303,2020/3/13 20:08,hifza____,RT @_ZiDDiKhaN: #Happy #birthday,nan,nan,nan,#Happy #birthday
304,2020/3/13 20:08,Pescefreddo,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
305,2020/3/13 20:08,cassieroma,Humans are beautiful.,nan,nan,nan,Humans beautiful
306,2020/3/13 20:08,BowdyT,RT @Ali_F_Alizada: Discussions only on #coronavirus. Lets talk something positive,nan,nan,nan,Discussions only #coronavirus Lets talk something positive
307,2020/3/13 20:08,Gisespot,RT @AmeliaLedesmaOf: Cuando el amor es de verdad todas las aventuras juntas siempre salen bien @LuisitaGomezS  #AmeliaLedesma #love #girlf,nan,nan,nan,Cuando amor verdad todas aventuras juntas siempre salen bien #AmeliaLedesma #love #girlf
308,2020/3/13 20:08,SmittySmith25,Laying down some bass!! ,nan,nan,nan,Laying down some bass
309,2020/3/13 20:08,julienDuncan1,RT @terranovadesign: Self isolation it is. #Strandhill #Sligo #GoStrandhill #WildAtlanticWay #Ireland #sea #clouds #sunset #surf #love #sp,nan,nan,nan,Self isolation #Strandhill #Sligo #GoStrandhill #WildAtlanticWay #Ireland #sea #clouds #sunset #surf #love
310,2020/3/13 20:08,DuffyMalden,RT @LuvaHairDaySpa: It's @LuvaHairDaySpa 7th Anniversary.,nan,nan,nan,Anniversary
311,2020/3/13 20:08,iamambernatasha,New headshots... love the new mood of these.. ,nan,nan,nan,headshots love mood these
312,2020/3/13 20:08,PennilessScribe,RT @pdeblassieiii: Terrifying #Dreams,nan,nan,nan,Terrifying #Dreams
313,2020/3/13 20:08,Coolstorysitii,RT @shaykhalyaqoubi: Freeing our heart from all other than Allah.,nan,nan,nan,Freeing heart from other than Allah
314,2020/3/13 20:08,ipostnsfw,RT @BardotSquad: Good morning Maldives,nan,nan,nan,Good morning Maldives
315,2020/3/13 20:08,ZubairK60183797,RT @Ali_F_Alizada: Discussions only on #coronavirus. Lets talk something positive,nan,nan,nan,Discussions only #coronavirus Lets talk something positive
316,2020/3/13 20:08,SeducTiffani,What are dreams with no work effort putting in work to achieve these goals #WhiffOfTiff #Camgirlz #Model #girl #charturbate #onlyfans #love #camgirl #melanin #style #Fitness #Stoner #selfie #artist #sexy #influencer https://t.co/MC4T55Nudz,nan,nan,nan,What dreams with work effort putting work achieve these goals #WhiffOfTiff #Camgirlz #Model #girl #charturbate #onlyfans #love #camgirl #melanin #style #Fitness #Stoner #selfie #artist #sexy #influencer
317,2020/3/13 20:08,Moxiesmg,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
