,date,user,text,Unnamed: 3,Unnamed: 4,Unnamed: 5,result
0,2020/3/13 19:59,ShreePanicker,RT @ishafoundation: Is #happiness an elusive goal that happens in your life only once in a while? @SadhguruJV meticulously takes apart man,nan,nan,nan,#happiness elusive goal that happens your life only once while meticulously takes apart
1,2020/3/13 19:59,Lucky_khan007,RT @_ZiDDiKhaN: #Happy #birthday,nan,nan,nan,#Happy #birthday
2,2020/3/13 19:59,pea_era,#love#beautiful#art#happy#cute#girl#fun#smile#family#sky#life#design#lifestyle#handmade#artist#flowers #clay tool https://t.co/dLwaBWhPiE https://t.co/gjSHNrQRZJ,nan,nan,nan,#love#beautiful#art#happy#cute#girl#fun#smile#family#sky#life#design#lifestyle#handmade#artist#flowers #clay tool
3,2020/3/13 20:02,GeorgeEliseo,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
4,2020/3/13 20:02,hollywhoh,RT @ProgressTribe: Take time to look at the little things that make up the big picture.,nan,nan,nan,Take time look little things that make picture
5,2020/3/13 20:02,ReeceOsei,Waaaooww,nan,nan,nan,Waaaooww
6,2020/3/13 20:02,QualitySproduct,BUY NOW:https://t.co/o6CnABJGfh,nan,nan,nan,
7,2020/3/13 20:02,ShannonRHulbert,Good job humans! ,nan,nan,nan,Good humans
8,2020/3/13 20:02,Voice4Silent,Lunch #PositiveVibes #golive #love https://t.co/K9Lt6vSCxg,nan,nan,nan,Lunch #PositiveVibes #golive #love
9,2020/3/13 20:02,SevenShepherd,"Which was [the son] of Aminadab, which was [the son] of Aram, which was [the son] of Esrom, which was [the son] of Phares, which was [the son] of Juda, Luke 3:33 #Bible #Love #God",nan,nan,nan,Which Aminadab which Aram which Esrom which Phares which Juda Luke #Bible #Love #God
10,2020/3/13 20:03,ini915,Day 11,nan,nan,nan,
11,2020/3/13 20:03,manateesb4,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
12,2020/3/13 20:03,Lornaryaan,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
13,2020/3/13 20:03,kabirSroy,nikla hoon aaj iss raaste pe phir se kya pta mout hi gale lga le mujhe apna smjh krr..,nan,nan,nan,nikla hoon raaste phir mout gale mujhe apna smjh
14,2020/3/13 20:03,semamuhovic,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
15,2020/3/13 20:03,frugalmaniac,We need the #love N #respect #Jesus taught us to #share https://t.co/fA3QFmxPPM  #JesusLoves #JesusSaves https://t.co/wCQ3UxkAyU,nan,nan,nan,need #love #respect #Jesus taught #share #JesusLoves #JesusSaves
16,2020/3/13 20:03,glsociety,And we know that all things #work #together for #good to them that #love #God,nan,nan,nan,know that things #work #together #good them that #love #God
17,2020/3/13 20:03,AfricaWorldNews,Happy Birthday to a community leader,nan,nan,nan,Happy Birthday community leader
18,2020/3/13 20:03,VIRGINI00113302,@XXL Very Horny Please Join Here =&gt; https://t.co/IX4I8P5v6d,nan,nan,nan,Very Horny Please Join Here
19,2020/3/13 20:03,MrCondappa,Double Tap  #relationshipgoals #motivation #relationship #heart #couple #couplegoals #love #soulmate #romance #feelgoodfriday #blessed #passion #sex #poetry #newyear2020 #poet #friday #loveher #loveyou https://t.co/FiMe7I0Zqm,nan,nan,nan,Double #relationshipgoals #motivation #relationship #heart #couple #couplegoals #love #soulmate #romance #feelgoodfriday #blessed #passion #sex #poetry #newyear #poet #friday #loveher #loveyou
20,2020/3/13 20:03,sexysmokergrl,RT @FTMTRASH: IT'S MY #BIRTHDAY WEEKEND!! ,nan,nan,nan,#BIRTHDAY WEEKEND
21,2020/3/13 20:03,Marty_Mcfly324,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
22,2020/3/13 20:03,mannansone_,RT @joystgrm: 200313 Joystagram #RedVelvet # #Joy # #RVF  (3P),nan,nan,nan,Joystagram #RedVelvet #Joy #RVF
23,2020/3/13 20:03,ItMightBeJimbo,RT @houseofheller: Me: Symphony cancelled...how about I cook and Star Wars Marathon?,nan,nan,nan,Symphony cancelled about cook Star Wars Marathon
24,2020/3/13 20:03,AbbeyGoldd,I always loved those Italian folk ,nan,nan,nan,always loved those Italian folk
25,2020/3/13 20:03,Golden_Market_,Clearance,nan,nan,nan,Clearance
26,2020/3/13 20:03,sizwesabo,RT @queenfitnass: Rule #1 Never skip a Monday ,nan,nan,nan,Rule Never skip Monday
27,2020/3/13 20:03,ShortKingSal,RT @AngelaBermudezA: Happy 8th anniversary to Journey! A videogame that literally changed my life forever  #cosplay #cosplayer #journeygam,nan,nan,nan,Happy anniversary Journey videogame that literally changed life forever #cosplay #cosplayer #journeygam
28,2020/3/13 20:03,lorifinnila,For You by Lori Jean Finnila out April 22,nan,nan,nan,Lori Jean Finnila April
29,2020/3/13 20:03,WAEtH4v6wVY6Gi4,"RT @mariiomega: ""maybe you're my love?"" ",nan,nan,nan,maybe love
30,2020/3/13 20:03,russmove,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
31,2020/3/13 20:03,Heera1616,RT @KariJoys: #Helping others brings such #Joy &amp; #Fulfillment. ,nan,nan,nan,#Helping others brings such #Joy #Fulfillment
32,2020/3/13 20:03,djdavelive,Now playing MANT feat. Hayla - Lonely Days (Extended Mix).mp3  @ ! CLICK HERE To Listen --&gt; https://t.co/nkLpA101z9 &lt;-- #deephouse #soulfulhouse  #DJ #worldwide #housemusicradio #streamingLIVE #internet #radio #station #afrohouse #techhouse #tribalhouse #live #love #enjoylife,nan,nan,nan,playing MANT feat Hayla Lonely Days Extended CLICK HERE Listen #deephouse #soulfulhouse #worldwide #housemusicradio #streamingLIVE #internet #radio #station #afrohouse #techhouse #tribalhouse #live #love #enjoylife
33,2020/3/13 20:03,banane_rouge,RT @Ka__Reine: C'est top a ! Je vais mettre a sur ma bote ,nan,nan,nan,vais mettre bote
34,2020/3/13 20:03,OceanDocks,IFYOUFOLLOWBACK #TFBID #FOLLOW4FOLLOW #ANDROID #MUSIC #HITFOLLOWSTEAM #FOLLOW #AUTOFOLLOW #FOLLOWME #LOVE,nan,nan,nan,IFYOUFOLLOWBACK #TFBID #FOLLOW FOLLOW #ANDROID #MUSIC #HITFOLLOWSTEAM #FOLLOW #AUTOFOLLOW #FOLLOWME #LOVE
35,2020/3/13 20:03,ini915,Many times we think love is being weak,nan,nan,nan,Many times think love being weak
36,2020/3/13 20:03,xxadithyaxx1,RT @IIS_DSO: May shades of #happiness,nan,nan,nan,shades #happiness
37,2020/3/13 20:03,benneedsholiday,RT @velocityruhr: Hmma,nan,nan,nan,Hmma
38,2020/3/13 20:03,MiguelCalabria3,Gyms are closed as an anti- #COVID19 measure? Do you recommend not walking on the street? Exercising at home is not a problem. #CoronaOutbreak #estadodealarma #YoMeQuedoEnCasa,nan,nan,nan,Gyms closed anti #COVID measure recommend walking street Exercising home problem #CoronaOutbreak #estadodealarma #YoMeQuedoEnCasa
39,2020/3/13 20:03,iremeyit,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
40,2020/3/13 20:03,Glams_Radio,#Now playing on @Glams_Radio : #Motherlove (Armonica Remix) by #Sabb! Tune in now and enjoy sound of #DeepHouse #Love #Music,nan,nan,nan,#Now playing #Motherlove Armonica Remix #Sabb Tune enjoy sound #DeepHouse #Love #Music
41,2020/3/13 20:03,LPOBryan,Do you believe in #selfimprovement? If you do,nan,nan,nan,believe #selfimprovement
42,2020/3/13 20:03,rosalindbordo,Better to light one candle than to curse the darkness. ,nan,nan,nan,Better light candle than curse darkness
43,2020/3/13 20:03,elicoleman85,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
44,2020/3/13 20:03,ChildofMovies,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
45,2020/3/13 20:03,nicokont,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
46,2020/3/13 20:03,CozmoGoods,#happy Bendable Feeding Spoon And Fork For Baby https://t.co/Wo2wcOw8HK https://t.co/vXFHhDttpz,nan,nan,nan,#happy Bendable Feeding Spoon Fork Baby
47,2020/3/13 20:03,marvel_philips,SOMEONE ELSE:,nan,nan,nan,SOMEONE ELSE
48,2020/3/13 20:03,brinaluvz808,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
49,2020/3/13 20:03,PaulCurtis1956,JUST A DASH https://t.co/DoBHqbamiH #Friyay #Fridayfeeling #Friday #Fridaymotivation #Weekendvibes #Fridayfeeling #Feelgoodfriday #amwriting #abctales #Humour #Fun  #Saturday #Caturday #SaturdayMotivation #Saturdaythoughts #Happyweekend #Amwriting #abctales,nan,nan,nan,JUST DASH #Friyay #Fridayfeeling #Friday #Fridaymotivation #Weekendvibes #Fridayfeeling #Feelgoodfriday #amwriting #abctales #Humour #Fun #Saturday #Caturday #SaturdayMotivation #Saturdaythoughts #Happyweekend #Amwriting #abctales
50,2020/3/13 20:03,SJalovaara,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
51,2020/3/13 20:03,musica_mundi,#techno #love #house #rawhouse #sun #smile #follow #music #dance #BPM #japan #tokyo #rolandaira https://t.co/hDE4LZf2iN,nan,nan,nan,#techno #love #house #rawhouse #sun #smile #follow #music #dance #BPM #japan #tokyo #rolandaira
52,2020/3/13 20:03,HeirOfJerusalem,"RT @SevenShepherd: ""Which was [the son] of Aminadab",nan,nan,nan,Which Aminadab
53,2020/3/13 20:03,GargamelClen,So many people send you their love Khodayar. They wish for you a long and happy life.,nan,nan,nan,many people send their love Khodayar They wish long happy life
54,2020/3/13 20:03,lolDurkkk,What an awesome trending music game! ,nan,nan,nan,What awesome trending music game
55,2020/3/13 20:03,anamilojevic5,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
56,2020/3/13 20:04,missionbride,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
57,2020/3/13 20:04,oneyoufeed,NEW EPISODE! Norman Fischer says that ideals can inspire us rather than put pressure on us,nan,nan,nan,EPISODE Norman Fischer says that ideals inspire rather than pressure
58,2020/3/13 20:04,naberiie,RT @AngelaBermudezA: Happy 8th anniversary to Journey! A videogame that literally changed my life forever  #cosplay #cosplayer #journeygam,nan,nan,nan,Happy anniversary Journey videogame that literally changed life forever #cosplay #cosplayer #journeygam
59,2020/3/13 20:04,WHYCNunhead,You wait ages for a #birthday and three come along at once! #happybirthday Nancy ,nan,nan,nan,wait ages #birthday three come along once #happybirthday Nancy
60,2020/3/13 20:04,LuxurysPrecious,Customer order wax melts ,nan,nan,nan,Customer order melts
61,2020/3/13 20:04,PiperandIzzy,RT @HoudiniDancing: MEOW,nan,nan,nan,MEOW
62,2020/3/13 20:04,vaselby,RT @Mel7Labrador: Right now,nan,nan,nan,Right
63,2020/3/13 20:04,DailyFinds4U,RT @mobilefoot: defo,nan,nan,nan,defo
64,2020/3/13 20:04,crunky0419,RT @BAP_Jongup: [#] &lt;Happy White Day&gt;  ,nan,nan,nan,Happy White
65,2020/3/13 20:04,luigi_m_scollo,#aloha #beach #beachlife #fun #gopro #lifestyle #nature #ocean #sea #shortboard #summer #sun #sunset #surf #surfboard #surfculture #surfer #surfing #surfinglife #surfingphotography #surflife #surfphoto https://t.co/nDEJKHZhaY,nan,nan,nan,#aloha #beach #beachlife #fun #gopro #lifestyle #nature #ocean #sea #shortboard #summer #sun #sunset #surf #surfboard #surfculture #surfer #surfing #surfinglife #surfingphotography #surflife #surfphoto
66,2020/3/13 20:04,sammynick,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
67,2020/3/13 20:04,Firstpeerapong2,RT @ohjoyth:  VS ,nan,nan,nan,
68,2020/3/13 20:04,kaceybanester,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
69,2020/3/13 20:04,CupcakesClips,RT @MuttiDahl: Hearts &amp; Jumpin' Frog Animated Greeting,nan,nan,nan,Hearts Jumpin Frog Animated Greeting
70,2020/3/13 20:04,DrDgivingtheD,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
71,2020/3/13 20:04,summittomar,RT @roya_life: Dont forget,nan,nan,nan,Dont forget
72,2020/3/13 20:04,ini915,Love doesn't manipulate the truth either. If it did,nan,nan,nan,Love doesn manipulate truth either
73,2020/3/13 20:04,lgbt_jogirls,YOU ARE NOT ALONE !  #lgbtq #lovewins #loveislove #love #trans #bisexual #gay #lesbian #moms #boys #men #jordan #amman #singlemom #_ #  # # # # https://t.co/S5PnUnmuvl,nan,nan,nan,ALONE #lgbtq #lovewins #loveislove #love #trans #bisexual #gay #lesbian #moms #boys #men #jordan #amman #singlemom
74,2020/3/13 20:04,julieeelx,This is so lovely ,nan,nan,nan,This lovely
75,2020/3/13 20:04,sellerjpl2000,RT @AD_WHITMAN: 5 Essential Beliefs Every #Christian Should Know!,nan,nan,nan,Essential Beliefs Every #Christian Should Know
76,2020/3/13 20:04,Honest_Psychic,This is nicely expressed! .,nan,nan,nan,This nicely expressed
77,2020/3/13 20:04,Goldfishkimbops,Ive said it and Ill say it again - this man was a legend!  #bobmarley #love #bestmanever https://t.co/wSwGyCeP3h,nan,nan,nan,said again this legend #bobmarley #love #bestmanever
78,2020/3/13 20:04,joeoptions,My office view today gave me some positive thoughts.  The azaleas still Bloom!  My mother taught me to have #Joy as a child which I am so thankful for in times like today. #Mindset #EverythingWillBeOk,nan,nan,nan,office view today gave some positive thoughts azaleas still Bloom mother taught have #Joy child which thankful times like today #Mindset #EverythingWillBeOk
79,2020/3/13 20:04,joie_yu,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
80,2020/3/13 20:04,soap_reviews,RT @Real_Mr_Llama: Exploring The Inactive Lava Zone In Subnautica: https://t.co/ELcLLbkCSU,nan,nan,nan,Exploring Inactive Lava Zone Subnautica
81,2020/3/13 20:04,nanana_nisa,RT @ohjoyth:    ,nan,nan,nan,
82,2020/3/13 20:04,jessa_ana,RT @MusicBeat5: Born Mar. 13,nan,nan,nan,Born
83,2020/3/13 20:04,Hanguye62450004,RT @BAP_Jongup: [#] &lt;Happy White Day&gt;  ,nan,nan,nan,Happy White
84,2020/3/13 20:04,Firstpeerapong2,"RT @ohjoyth:  "" ""   """"",nan,nan,nan,
85,2020/3/13 20:04,Taeme_ss,RT @GirlsGeneration: ,nan,nan,nan,
86,2020/3/13 20:04,Ethanburton24, #MotivationalQuotes #FridayMotivation #inspiration #lessons #learning #wisdom #knowledge #lessonslearned #hope #love #life #health #happiness #entrepreneurship #business #travel #investing #future #productivity #positivity #FridayThoughts #encouragement #quotes #kentucky https://t.co/3fJYU7jDIl,nan,nan,nan,#MotivationalQuotes #FridayMotivation #inspiration #lessons #learning #wisdom #knowledge #lessonslearned #hope #love #life #health #happiness #entrepreneurship #business #travel #investing #future #productivity #positivity #FridayThoughts #encouragement #quotes #kentucky
87,2020/3/13 20:04,guu_39,#JOY ##LIVE 3/22() @smcc_card ,nan,nan,nan,#JOY ##LIVE
88,2020/3/13 20:04,MurphyWoodhouse,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
89,2020/3/13 20:04,adammartiancomi,Ruins on Mars.,nan,nan,nan,Ruins Mars
90,2020/3/13 20:04,Lonely_H_Robot,Anxiety #mentalhealth #depression #anxiety #affirmations #life #peace #peaceofmind #musings #love #life #heartbreak #dreams #sunlight #regret #choices #decisions #friends #family #friendship #sadness #loneliness #validation #lettinggo #overthinking #growth #growing https://t.co/ojqu0DhDSa,nan,nan,nan,Anxiety #mentalhealth #depression #anxiety #affirmations #life #peace #peaceofmind #musings #love #life #heartbreak #dreams #sunlight #regret #choices #decisions #friends #family #friendship #sadness #loneliness #validation #lettinggo #overthinking #growth #growing
91,2020/3/13 20:04,LeanLeft_Wright,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
92,2020/3/13 20:04,scarletmonahan,Too gently sobs the man. #poetry #poet #writer #art #poetrycommunity #poetrywriter #ScarletMonahan #love #words https://t.co/CvPcIFCHnV,nan,nan,nan,gently sobs #poetry #poet #writer #art #poetrycommunity #poetrywriter #ScarletMonahan #love #words
93,2020/3/13 20:04,chelseaherps,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
94,2020/3/13 20:04,donjohnson524,RT @smilemaker19116: Philadelphia Dental Implant Dentist,nan,nan,nan,Philadelphia Dental Implant Dentist
95,2020/3/13 20:05,Lonely_H_Robot,Still #mentalhealth #depression #anxiety #affirmations #life #peace #peaceofmind #musings #love #life #heartbreak #dreams #sunlight #regret #choices #decisions #friends #family #friendship #sadness #loneliness #validation #lettinggo #overthinking #growth #growing https://t.co/iOO2ILdMDq,nan,nan,nan,Still #mentalhealth #depression #anxiety #affirmations #life #peace #peaceofmind #musings #love #life #heartbreak #dreams #sunlight #regret #choices #decisions #friends #family #friendship #sadness #loneliness #validation #lettinggo #overthinking #growth #growing
96,2020/3/13 20:05,CONTEMPRA_INN,RT @CONTEMPRA_INN: Happy #Sheep raised with #Dogs  #Joy to see Kick up your hooves  https://t.co/Ppel5YsbsS video via @MiHeroeSinCapa @CO,nan,nan,nan,Happy #Sheep raised with #Dogs #Joy Kick your hooves video
97,2020/3/13 20:05,milestorti,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
98,2020/3/13 20:05,donjohnson524,RT @WorldofAnimal1: Duke Was Super Happy During His First Visit With Us!!!,nan,nan,nan,Duke Super Happy During First Visit With
99,2020/3/13 20:05,Shazeebo,Wanna hear about something good? Check out our latest video about community involvement and the North County Food Bank! Shazeebo proudly supports @NorthCountyFB and its mission to feed those in need. #community #donate #dogood #TurkeyTally #food #happiness https://t.co/uuLWN4tY9v https://t.co/bbwGeJouhv,nan,nan,nan,Wanna hear about something good Check latest video about community involvement North County Food Bank Shazeebo proudly supports mission feed those need #community #donate #dogood #TurkeyTally #food #happiness
100,2020/3/13 20:05,PlatrierK,RT @tonton_momo_: ..,nan,nan,nan,
101,2020/3/13 20:05,WhO_iis_mEmE,Yall actually go on vacation to turn up ?? Only thing I be thinking about is relaxing &amp; restoring my energy! Im I old??  ,nan,nan,nan,Yall actually vacation turn Only thing thinking about relaxing restoring energy
102,2020/3/13 20:05,Thefactslover,Want to know something interesting? Check out our daily interesting facts at https://t.co/9o54d7ElRj #facts,nan,nan,nan,Want know something interesting Check daily interesting facts #facts
103,2020/3/13 20:05,Copo16418453,RT @GattoProyecto: @lagateria Yoshi tambin sigue en espera de una oportunidad... Si hoy quieres hacer feliz a un gatito y t se ms feliz.,nan,nan,nan,Yoshi tambin sigue espera oportunidad quieres hacer feliz gatito feliz
104,2020/3/13 20:05,NatureCutsTags,Moose Head Confetti... https://t.co/G4RTT18KfN via @amazon #naturecuts #cutout #momshop #maker #moose #rustic #woodland #wedding #birthday,nan,nan,nan,Moose Head Confetti #naturecuts #cutout #momshop #maker #moose #rustic #woodland #wedding #birthday
105,2020/3/13 20:05,ini915,Ready to do your measurement? I hope so,nan,nan,nan,Ready your measurement hope
106,2020/3/13 20:05,perfume_chick,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
107,2020/3/13 20:05,ryosuke1012,#JOY ##LIVE 3/22() @smcc_card ,nan,nan,nan,#JOY ##LIVE
108,2020/3/13 20:05,ATashoflife,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
109,2020/3/13 20:05,Kada_soulayman,It's : 2020-03-13T20:05:05.9559229Z ,nan,nan,nan,
110,2020/3/13 20:05,josemaria8169,RT @hadley_jp: Add my SNAPCHAT- Joehadley96  #subscribe  #onlyfans #bluefaceJP #gayboy #gaykid #gay #gaymen #onlyfans #sup,nan,nan,nan,SNAPCHAT Joehadley #subscribe #onlyfans #bluefaceJP #gayboy #gaykid #gay #gaymen #onlyfans #sup
111,2020/3/13 20:05,kama_sutra_xxx,Live #Porn Searches - #Pornhub Insights What is Being Searched For Right Now! ,nan,nan,nan,Live #Porn Searches #Pornhub Insights What Being Searched Right
112,2020/3/13 20:05,LucyKC29,RT @WaysideWaifs: Kitty Purry is ready for a forever home. She just moved in to her big space in cat adoptions. You can meet her today unti,nan,nan,nan,Kitty Purry ready forever home just moved space adoptions meet today unti
113,2020/3/13 20:05,SusanDoyle1963,RT @jennavehvi: A whole Roman neighborhood singing a popular Italian song Volare from their balconies and waving at each other. An amazin,nan,nan,nan,whole Roman neighborhood singing popular Italian song Volare from their balconies waving each other amazin
114,2020/3/13 20:05,VyvyanG1,Something for the Weekend. So,nan,nan,nan,Something Weekend
115,2020/3/13 20:05,WaverlyGeneral,Mariposa Frames &amp; Gifts,nan,nan,nan,Mariposa Frames Gifts
116,2020/3/13 20:05,Michell83909550,@DaleJr I just watched your interview with the incomparable Kenny Schrader on YouTube. I have always loved Kenny and your family as well.  Now I understand why. #respect #love,nan,nan,nan,just watched your interview with incomparable Kenny Schrader YouTube have always loved Kenny your family well understand #respect #love
117,2020/3/13 20:05,CarrLaural,In the long history of humankind those who learned to collaborate and improvise most effectively have prevailed. Charles Darwin #happiness,nan,nan,nan,long history humankind those learned collaborate improvise most effectively have prevailed Charles Darwin #happiness
118,2020/3/13 20:05,Toyin_24,RT @CoorsWillToLive: Lack of #love,nan,nan,nan,Lack #love
119,2020/3/13 20:05,Lonely_H_Robot,Waves #mentalhealth #depression #anxiety #affirmations #life #peace #peaceofmind #musings #love #life #heartbreak #dreams #sunlight #regret #choices #decisions #friends #family #friendship #sadness #loneliness #validation #lettinggo #overthinking #growth #growing https://t.co/cFTQCKWNZ9,nan,nan,nan,Waves #mentalhealth #depression #anxiety #affirmations #life #peace #peaceofmind #musings #love #life #heartbreak #dreams #sunlight #regret #choices #decisions #friends #family #friendship #sadness #loneliness #validation #lettinggo #overthinking #growth #growing
120,2020/3/13 20:05,affirma96330787,#beach #nature #affirmations #NaturePhotography #love,nan,nan,nan,#beach #nature #affirmations #NaturePhotography #love
121,2020/3/13 20:05,allmightsbf,RT @RoboCatRC: Stickers,nan,nan,nan,Stickers
122,2020/3/13 20:05,Annrose00646080,RT @SuperWingsUK: Don't forget you can also watch Super Wings Series 1 -3 on Cartoonito and TinyPop channels ,nan,nan,nan,forget also watch Super Wings Series Cartoonito TinyPop channels
123,2020/3/13 20:05,jtpositivity,Take a breath ,nan,nan,nan,Take breath
